team_size,team_members_absent_same_period,team_critical_employees_absent,is_critical_period,duration_days,employee_seniority_months,absences_last_6_months,late_arrivals_last_30_days,approved_requests_last_year,rejected_requests_last_year,anomaly_score_last_30_days,days_until_period_end,start_date,approved,request_id,request_type,employee_id,employee_department,end_date
4,3,2,True,4,3,7,4,0,4,0.8789832089990106,1,2026-05-21,0,14435,AUTORISATION,1085,Sales,2026-05-24
4,3,2,False,8,19,5,8,3,3,0.8537653577311412,5,2026-05-24,0,14436,AUTORISATION,1005,Operations,2026-05-31
8,1,0,False,1,117,3,2,9,1,0.2504050588302656,1,2026-06-25,1,14437,CONGE,1131,Engineering,2026-06-25
10,0,0,False,3,119,1,2,4,0,0.2540061576642671,20,2026-06-29,1,14438,CONGE,1139,Finance,2026-07-01
7,0,0,False,4,32,1,2,9,1,0.27968152426204446,0,2026-06-04,1,14439,CONGE,1133,Sales,2026-06-07
7,0,0,False,5,28,2,1,9,0,0.3623679854126483,1,2026-06-16,1,14440,TELETRAVAIL,1130,Engineering,2026-06-20
10,0,0,False,2,88,3,0,8,1,0.34057361998263436,2,2026-06-16,1,14441,TELETRAVAIL,1019,Finance,2026-06-17
10,0,0,False,3,94,2,0,7,0,0.3148781066000654,27,2026-06-06,1,14442,AUTORISATION,1091,Operations,2026-06-08
8,1,0,True,12,26,2,3,2,2,0.6165321910900035,6,2026-05-21,0,14443,TELETRAVAIL,1070,Engineering,2026-06-01
10,0,0,False,5,94,2,0,7,0,0.25162633280026936,4,2026-06-09,1,14444,TELETRAVAIL,1079,Operations,2026-06-13
6,4,2,False,7,25,8,8,3,2,0.8706932083665699,6,2026-05-26,0,14445,CONGE,1115,Engineering,2026-06-01
9,1,0,True,7,11,6,4,2,3,0.5952769321406564,7,2026-06-04,0,14446,CONGE,1027,Support,2026-06-10
10,1,0,False,2,83,1,1,4,0,0.0829698235582606,29,2026-07-02,1,14447,CONGE,1083,Sales,2026-07-03
5,1,1,True,10,13,4,0,6,2,0.54083079195615,5,2026-05-21,1,14448,AUTORISATION,1145,Operations,2026-05-30
10,1,0,False,5,80,2,2,5,1,0.2482694875857404,22,2026-05-30,1,14449,AUTORISATION,1070,Operations,2026-06-03
4,1,1,True,7,54,4,0,2,1,0.44879521780942705,4,2026-06-02,1,14450,AUTORISATION,1121,Engineering,2026-06-08
7,4,1,True,14,15,6,5,2,2,0.7171096216786963,3,2026-05-21,0,14451,TELETRAVAIL,1187,Operations,2026-06-03
3,1,1,True,10,18,4,4,0,5,0.7219800479323601,0,2026-05-24,0,14452,AUTORISATION,1070,Support,2026-06-02
11,0,0,False,1,53,3,1,9,1,0.19784500969528498,9,2026-06-05,1,14453,TELETRAVAIL,1057,Engineering,2026-06-05
5,3,1,False,6,32,6,5,0,2,0.8043764001174434,2,2026-05-20,0,14454,CONGE,1196,Finance,2026-05-25
9,2,1,True,9,20,2,1,3,1,0.6942414583881813,4,2026-06-03,0,14455,CONGE,1121,Finance,2026-06-11
11,1,0,False,2,117,0,0,3,1,0.02845717787287705,3,2026-05-24,1,14456,AUTORISATION,1055,Engineering,2026-05-25
8,4,1,False,12,14,9,4,3,4,0.6144851652236484,6,2026-05-21,0,14457,CONGE,1136,Engineering,2026-06-01
7,1,0,True,11,15,3,0,4,2,0.5665806780335094,5,2026-05-22,0,14458,CONGE,1083,Engineering,2026-06-01
9,1,0,False,1,27,1,2,3,0,0.24697660006559774,17,2026-06-10,1,14459,TELETRAVAIL,1161,Engineering,2026-06-10
7,0,0,False,5,86,0,1,8,0,0.19544528523129687,27,2026-06-02,1,14460,TELETRAVAIL,1135,Support,2026-06-06
11,1,0,False,3,32,1,2,7,0,0.1750210840769828,23,2026-06-01,1,14461,CONGE,1021,Support,2026-06-03
5,0,0,False,4,116,2,2,5,1,0.25706903991623725,0,2026-06-14,1,14462,CONGE,1112,Operations,2026-06-17
7,6,2,True,11,16,8,5,1,5,0.5882394227754629,5,2026-05-21,0,14463,TELETRAVAIL,1040,Engineering,2026-05-31
4,3,2,True,6,1,4,6,2,3,0.8160414604803232,3,2026-05-26,0,14464,AUTORISATION,1141,Support,2026-05-31
10,0,0,False,1,62,0,2,5,1,0.3685698815586267,12,2026-06-25,1,14465,TELETRAVAIL,1059,Finance,2026-06-25
7,1,0,True,10,54,3,3,6,3,0.5647357449277597,7,2026-06-07,1,14466,TELETRAVAIL,1096,Finance,2026-06-16
8,1,0,True,11,33,4,1,3,2,0.30745671113166645,5,2026-06-01,0,14467,AUTORISATION,1196,Support,2026-06-11
5,1,0,True,11,37,5,3,4,2,0.5197020870819271,6,2026-05-22,0,14468,AUTORISATION,1046,Engineering,2026-06-01
5,0,0,False,5,117,1,0,8,0,0.14130560162245556,19,2026-06-18,1,14469,CONGE,1000,Engineering,2026-06-22
8,0,0,False,4,101,2,2,8,0,0.09237646784047474,23,2026-05-27,1,14470,TELETRAVAIL,1169,Operations,2026-05-30
6,5,1,False,13,13,9,2,0,4,0.750282997996744,1,2026-05-19,0,14471,AUTORISATION,1017,Finance,2026-05-31
4,2,1,False,12,18,9,3,0,3,0.8602959269059521,1,2026-05-24,0,14472,AUTORISATION,1082,Finance,2026-06-04
5,4,1,True,9,21,6,9,2,2,0.9367353527524728,3,2026-05-20,0,14473,AUTORISATION,1003,Engineering,2026-05-28
7,1,0,True,9,33,5,0,4,2,0.4475144407115899,7,2026-05-21,0,14474,AUTORISATION,1171,Operations,2026-05-29
8,6,1,False,14,12,10,6,0,2,0.5979922583108327,5,2026-05-21,0,14475,TELETRAVAIL,1101,Engineering,2026-06-03
9,0,0,False,5,69,2,0,3,1,0.04388274766880569,14,2026-06-01,1,14476,TELETRAVAIL,1023,Support,2026-06-05
3,1,1,False,6,33,10,7,3,4,0.6219029019239806,0,2026-05-26,0,14477,TELETRAVAIL,1160,Operations,2026-05-31
6,3,1,False,11,31,6,7,0,2,0.8178149109331241,4,2026-05-21,0,14478,TELETRAVAIL,1121,Sales,2026-05-31
7,0,0,False,1,72,1,0,9,1,0.019281322801727188,2,2026-06-04,1,14479,TELETRAVAIL,1048,Operations,2026-06-04
4,2,2,True,6,17,6,4,3,5,0.5244980742596788,2,2026-05-22,0,14480,AUTORISATION,1179,Finance,2026-05-27
8,1,0,False,3,107,2,0,8,0,0.02890230500323998,8,2026-05-31,1,14481,CONGE,1173,Finance,2026-06-02
4,3,1,True,7,2,7,3,3,3,0.773723298878401,1,2026-05-22,0,14482,AUTORISATION,1058,Finance,2026-05-28
5,0,0,False,3,65,2,0,4,1,0.14509700713680376,29,2026-06-20,1,14483,AUTORISATION,1166,Sales,2026-06-22
3,1,2,False,9,32,9,9,1,2,0.6862988733691375,5,2026-05-22,0,14484,CONGE,1012,Engineering,2026-05-30
6,4,2,False,11,26,8,2,1,5,0.5872331894750619,1,2026-05-19,0,14485,TELETRAVAIL,1079,Engineering,2026-05-29
9,0,0,False,1,79,0,0,6,1,0.2514595099163717,27,2026-06-11,1,14486,TELETRAVAIL,1150,Support,2026-06-11
7,0,0,False,1,96,0,2,6,1,0.08376699547983582,7,2026-06-14,1,14487,AUTORISATION,1053,Sales,2026-06-14
10,0,0,False,5,114,2,2,8,1,0.34411217751177936,16,2026-06-29,1,14488,CONGE,1111,Engineering,2026-07-03
9,0,0,False,5,78,2,0,3,0,0.13887392255245223,22,2026-06-19,1,14489,CONGE,1069,Finance,2026-06-23
6,1,1,True,11,35,5,2,5,1,0.46614003589641717,3,2026-06-06,0,14490,TELETRAVAIL,1023,Sales,2026-06-16
9,0,0,False,2,111,0,2,5,0,0.2058588703827868,2,2026-06-14,1,14491,TELETRAVAIL,1035,Operations,2026-06-15
4,2,2,True,3,10,7,2,1,3,0.6863218274532908,0,2026-05-19,0,14492,CONGE,1165,Engineering,2026-05-21
5,0,0,False,5,92,0,2,8,1,0.27767577094464596,13,2026-06-29,1,14493,CONGE,1164,Operations,2026-07-03
11,0,0,False,5,112,0,0,5,0,0.20786459659913803,25,2026-06-06,1,14494,AUTORISATION,1084,Operations,2026-06-10
8,4,1,False,5,5,9,9,2,3,0.7500805394312344,0,2026-05-27,0,14495,AUTORISATION,1043,Sales,2026-05-31
9,1,1,True,8,15,4,3,6,2,0.34521468752590956,6,2026-05-31,1,14496,TELETRAVAIL,1090,Support,2026-06-07
5,1,0,True,8,17,3,3,3,2,0.321312533167859,8,2026-05-25,1,14497,TELETRAVAIL,1059,Support,2026-06-01
10,0,0,False,2,48,3,0,3,0,0.21698139881076375,28,2026-06-27,1,14498,TELETRAVAIL,1151,Operations,2026-06-28
11,1,0,False,2,52,0,0,5,1,0.004834587747183728,1,2026-06-15,1,14499,AUTORISATION,1158,Finance,2026-06-16
6,1,1,True,5,39,5,4,2,3,0.42491604487695944,0,2026-05-31,0,14500,CONGE,1065,Support,2026-06-04
4,3,2,False,14,35,10,9,3,4,0.5531611452959027,5,2026-05-24,0,14501,CONGE,1037,Finance,2026-06-06
7,0,0,False,5,51,2,1,9,0,0.36260333971824105,11,2026-06-24,1,14502,CONGE,1014,Operations,2026-06-28
5,3,2,True,11,25,10,9,2,5,0.7414191802798662,5,2026-05-23,0,14503,TELETRAVAIL,1127,Operations,2026-06-02
7,1,1,True,5,47,6,1,2,1,0.5574699427415586,3,2026-06-01,1,14504,TELETRAVAIL,1030,Finance,2026-06-05
7,4,2,True,10,13,11,7,3,2,0.9348314504502182,6,2026-05-28,0,14505,TELETRAVAIL,1186,Engineering,2026-06-06
7,3,1,True,14,31,8,2,2,4,0.7202463909283642,0,2026-05-21,0,14506,AUTORISATION,1175,Operations,2026-06-03
3,1,1,False,6,5,5,2,2,5,0.5132452495716749,6,2026-05-22,0,14507,TELETRAVAIL,1024,Engineering,2026-05-27
7,0,0,False,3,34,3,1,5,0,0.19646783859964048,14,2026-07-01,1,14508,AUTORISATION,1072,Finance,2026-07-03
6,1,1,True,8,46,6,2,6,2,0.6361773684511244,0,2026-05-29,1,14509,TELETRAVAIL,1165,Finance,2026-06-05
7,3,2,True,3,9,11,5,2,3,0.6628348473724004,4,2026-05-28,0,14510,AUTORISATION,1042,Finance,2026-05-30
11,0,0,False,3,42,1,2,4,0,0.36557813103763526,10,2026-06-14,1,14511,CONGE,1059,Operations,2026-06-16
7,0,0,False,4,79,0,0,3,0,0.30435504008006203,23,2026-06-27,1,14512,AUTORISATION,1103,Sales,2026-06-30
5,0,0,False,3,81,3,2,8,0,0.1401363442948605,27,2026-06-25,1,14513,TELETRAVAIL,1186,Engineering,2026-06-27
6,4,1,True,8,13,10,7,2,4,0.8646012575447741,4,2026-05-20,0,14514,CONGE,1074,Operations,2026-05-27
7,6,1,True,7,33,10,8,3,2,0.8916369873485215,6,2026-05-26,0,14515,AUTORISATION,1161,Finance,2026-06-01
11,1,0,False,4,20,1,2,8,1,0.07345366287013566,8,2026-06-01,1,14516,AUTORISATION,1171,Finance,2026-06-04
7,0,0,False,5,55,3,0,8,0,0.24129963593092296,10,2026-06-07,1,14517,CONGE,1002,Sales,2026-06-11
5,0,0,False,3,62,2,0,3,0,0.3838208716125515,26,2026-06-30,1,14518,AUTORISATION,1023,Engineering,2026-07-02
8,1,1,True,11,46,6,1,6,2,0.4045414152399742,1,2026-05-24,1,14519,CONGE,1076,Support,2026-06-03
10,1,0,False,4,104,0,2,9,0,0.2836213007741123,10,2026-06-17,1,14520,CONGE,1053,Finance,2026-06-20
4,2,2,True,7,15,9,9,0,4,0.5038316949401844,6,2026-05-28,0,14521,TELETRAVAIL,1028,Operations,2026-06-03
5,0,0,False,5,99,2,0,3,0,0.11537299768859582,2,2026-06-29,1,14522,TELETRAVAIL,1123,Finance,2026-07-03
9,0,0,False,4,82,3,2,3,1,0.130929517550455,1,2026-06-22,1,14523,CONGE,1144,Operations,2026-06-25
7,0,0,False,5,72,0,1,8,1,0.2868481473454812,9,2026-06-05,1,14524,CONGE,1172,Finance,2026-06-09
7,3,1,False,7,11,11,5,3,3,0.7504189903808143,2,2026-05-27,0,14525,AUTORISATION,1059,Finance,2026-06-02
9,0,0,False,3,51,1,1,7,0,0.3577812217393986,18,2026-06-02,1,14526,AUTORISATION,1000,Engineering,2026-06-04
3,1,1,False,3,20,9,3,1,4,0.7682067960723218,5,2026-05-24,0,14527,TELETRAVAIL,1074,Finance,2026-05-26
7,0,0,False,3,75,2,0,6,0,0.27386039708294824,0,2026-06-15,1,14528,CONGE,1013,Operations,2026-06-17
8,7,1,True,8,31,9,9,0,5,0.5825023064519513,4,2026-05-24,0,14529,TELETRAVAIL,1119,Finance,2026-05-31
6,0,0,False,3,30,2,1,4,0,0.31955241808651125,14,2026-05-24,1,14530,TELETRAVAIL,1109,Finance,2026-05-26
9,1,0,False,2,33,1,2,9,0,0.060602787772310096,27,2026-05-27,1,14531,CONGE,1025,Finance,2026-05-28
8,1,0,False,3,98,3,2,9,1,0.3945469019296482,13,2026-06-26,1,14532,TELETRAVAIL,1186,Operations,2026-06-28
4,1,1,True,8,42,4,3,5,1,0.628216851577184,3,2026-05-21,0,14533,CONGE,1089,Finance,2026-05-28
8,1,0,False,4,86,0,0,8,1,0.021212702923848248,25,2026-06-13,1,14534,CONGE,1086,Engineering,2026-06-16
6,0,0,False,5,56,1,1,7,0,0.03178164198042155,0,2026-06-07,1,14535,CONGE,1122,Engineering,2026-06-11
5,2,2,False,10,31,8,6,2,2,0.8452294114433777,1,2026-05-19,0,14536,AUTORISATION,1110,Finance,2026-05-28
10,1,0,False,1,58,3,1,3,0,0.03248181960109329,9,2026-05-27,1,14537,CONGE,1169,Engineering,2026-05-27
7,0,0,False,3,113,2,1,9,0,0.1313474650599778,27,2026-06-24,1,14538,AUTORISATION,1107,Operations,2026-06-26
5,0,0,False,5,49,1,1,3,0,0.2725700852206912,6,2026-05-23,1,14539,CONGE,1103,Engineering,2026-05-27
4,3,1,False,9,11,11,4,0,2,0.6019312979904459,0,2026-05-27,0,14540,CONGE,1058,Finance,2026-06-04
7,3,1,True,3,14,7,8,2,2,0.7763510198382557,0,2026-05-27,0,14541,TELETRAVAIL,1179,Operations,2026-05-29
8,0,0,False,1,23,2,1,6,0,0.05483655281742013,17,2026-06-22,1,14542,TELETRAVAIL,1008,Engineering,2026-06-22
8,0,0,False,4,99,2,0,5,1,0.05280982150385532,29,2026-06-30,1,14543,AUTORISATION,1007,Support,2026-07-03
11,1,0,False,1,103,1,1,4,1,0.03412253463080202,10,2026-06-05,1,14544,TELETRAVAIL,1193,Support,2026-06-05
5,4,1,False,13,1,9,9,3,4,0.7853051167577376,3,2026-05-19,0,14545,TELETRAVAIL,1179,Engineering,2026-05-31
5,0,0,False,5,44,3,1,6,1,0.3527683480539465,23,2026-06-28,1,14546,AUTORISATION,1093,Engineering,2026-07-02
5,0,0,False,2,99,0,0,9,0,0.3143273876616061,21,2026-05-27,1,14547,AUTORISATION,1119,Operations,2026-05-28
5,1,1,True,11,12,2,4,4,1,0.45869267096282695,0,2026-06-02,0,14548,TELETRAVAIL,1025,Operations,2026-06-12
10,0,0,False,5,21,3,1,4,1,0.36784685402941636,24,2026-06-19,1,14549,TELETRAVAIL,1002,Finance,2026-06-23
10,1,0,False,1,20,0,2,5,1,0.014255511849882253,22,2026-06-25,1,14550,AUTORISATION,1015,Engineering,2026-06-25
6,0,0,False,4,112,1,2,7,1,0.006682987997841838,11,2026-06-29,1,14551,TELETRAVAIL,1114,Operations,2026-07-02
7,4,1,False,5,3,11,8,0,2,0.7347076237939956,2,2026-05-27,0,14552,CONGE,1133,Finance,2026-05-31
5,3,2,True,11,11,6,8,0,2,0.6265289208246061,5,2026-05-22,0,14553,AUTORISATION,1039,Engineering,2026-06-01
4,2,1,True,13,10,7,7,2,2,0.8841529648958882,5,2026-05-27,0,14554,CONGE,1129,Sales,2026-06-08
7,1,1,True,10,25,3,0,4,2,0.3009903515931218,9,2026-05-26,0,14555,AUTORISATION,1119,Engineering,2026-06-04
4,3,2,True,3,28,9,5,0,2,0.6514311237710352,5,2026-05-19,0,14556,AUTORISATION,1184,Engineering,2026-05-21
8,6,1,False,10,28,5,4,3,3,0.8518890965788886,3,2026-05-26,0,14557,TELETRAVAIL,1098,Operations,2026-06-04
9,1,0,False,2,55,1,2,6,0,0.3722084890259336,26,2026-06-08,1,14558,AUTORISATION,1146,Operations,2026-06-09
8,5,2,True,13,4,10,2,0,2,0.5846029771924833,2,2026-05-21,0,14559,TELETRAVAIL,1084,Operations,2026-06-02
5,0,0,False,2,100,3,2,4,1,0.3892374298332428,21,2026-06-29,1,14560,CONGE,1091,Support,2026-06-30
10,0,0,False,3,83,1,2,9,0,0.3646724885107093,7,2026-06-09,1,14561,AUTORISATION,1033,Engineering,2026-06-11
9,0,0,False,1,82,3,0,7,1,0.11752696786176281,21,2026-07-01,1,14562,AUTORISATION,1111,Engineering,2026-07-01
11,0,0,False,4,63,3,2,7,1,0.17345532637478123,1,2026-06-17,1,14563,CONGE,1098,Engineering,2026-06-20
7,0,0,False,3,119,2,0,7,1,0.3606746069230435,6,2026-06-08,1,14564,CONGE,1165,Support,2026-06-10
7,6,1,True,14,10,7,3,3,3,0.70204430555784,6,2026-05-24,0,14565,TELETRAVAIL,1169,Finance,2026-06-06
9,1,0,False,5,69,0,2,5,1,0.038652757746653554,10,2026-06-29,1,14566,AUTORISATION,1006,Engineering,2026-07-03
3,2,2,False,3,22,7,4,2,4,0.8132580154924496,4,2026-05-23,0,14567,TELETRAVAIL,1067,Sales,2026-05-25
6,0,0,False,3,82,2,2,8,0,0.37879625450300164,17,2026-06-28,1,14568,AUTORISATION,1027,Sales,2026-06-30
8,1,0,False,5,100,1,0,8,0,0.10069916573754117,27,2026-05-26,1,14569,TELETRAVAIL,1103,Finance,2026-05-30
10,1,0,False,4,39,2,1,4,0,0.2960676978728128,6,2026-06-24,1,14570,CONGE,1074,Support,2026-06-27
11,0,0,False,5,49,0,1,4,0,0.2010787098183205,1,2026-06-12,1,14571,CONGE,1053,Finance,2026-06-16
6,5,1,True,5,6,11,6,0,2,0.9291120743871885,5,2026-05-19,0,14572,CONGE,1015,Finance,2026-05-23
4,2,2,False,5,2,9,9,1,5,0.7471073285748213,4,2026-05-28,0,14573,AUTORISATION,1187,Support,2026-06-01
7,1,1,True,12,34,4,0,6,2,0.5138654688663871,9,2026-06-05,1,14574,AUTORISATION,1059,Finance,2026-06-16
8,1,0,False,2,44,1,2,3,1,0.327498079790446,3,2026-05-22,1,14575,AUTORISATION,1194,Support,2026-05-23
8,1,0,False,1,22,0,2,4,0,0.35214739486625496,13,2026-05-25,1,14576,TELETRAVAIL,1092,Support,2026-05-25
7,3,2,False,8,1,4,2,1,4,0.9371222806764252,0,2026-05-27,0,14577,AUTORISATION,1030,Engineering,2026-06-03
6,5,2,True,9,35,9,8,2,4,0.5300726715476869,2,2026-05-23,0,14578,CONGE,1144,Sales,2026-05-31
4,3,2,True,12,33,8,9,2,2,0.6076643591103158,4,2026-05-22,0,14579,AUTORISATION,1039,Finance,2026-06-02
10,1,0,False,2,25,2,2,9,0,0.022146997909413504,7,2026-05-22,1,14580,TELETRAVAIL,1132,Engineering,2026-05-23
10,1,0,False,5,69,2,2,4,1,0.10919356223671338,24,2026-06-10,1,14581,CONGE,1121,Sales,2026-06-14
10,0,0,False,5,27,3,1,4,1,0.22829397570915555,25,2026-06-05,1,14582,CONGE,1142,Finance,2026-06-09
11,0,0,False,4,49,1,2,9,0,0.2501335871466701,0,2026-06-18,1,14583,CONGE,1105,Sales,2026-06-21
9,1,0,False,2,85,1,1,3,0,0.10885898756489541,9,2026-06-22,1,14584,CONGE,1108,Finance,2026-06-23
5,3,2,False,3,25,4,3,3,4,0.5277546124937492,2,2026-05-24,0,14585,AUTORISATION,1195,Support,2026-05-26
5,4,1,True,8,30,6,2,3,4,0.7204387880775597,0,2026-05-23,0,14586,AUTORISATION,1053,Engineering,2026-05-30
8,0,0,False,5,72,2,2,3,1,0.09725178733042222,19,2026-06-05,1,14587,TELETRAVAIL,1042,Sales,2026-06-09
8,1,1,True,10,20,2,4,2,1,0.6481122955994687,8,2026-05-26,1,14588,TELETRAVAIL,1112,Operations,2026-06-04
5,0,0,False,2,107,2,2,8,1,0.16869578042324354,10,2026-06-21,1,14589,TELETRAVAIL,1044,Operations,2026-06-22
10,1,0,False,2,90,1,0,3,1,0.3298091239908307,16,2026-06-20,1,14590,TELETRAVAIL,1058,Engineering,2026-06-21
11,0,0,False,3,46,1,2,8,0,0.180839189596357,13,2026-07-02,1,14591,CONGE,1184,Operations,2026-07-04
9,1,0,False,4,65,3,1,3,0,0.26768298608474345,6,2026-07-02,1,14592,AUTORISATION,1048,Finance,2026-07-05
9,1,0,False,3,111,3,2,3,1,0.3742318246232739,15,2026-06-24,1,14593,TELETRAVAIL,1137,Operations,2026-06-26
3,1,2,True,7,20,6,2,0,3,0.8338567035826024,4,2026-05-19,0,14594,TELETRAVAIL,1058,Operations,2026-05-25
9,0,0,False,2,100,0,2,8,1,0.2630686640105539,22,2026-07-02,1,14595,CONGE,1129,Operations,2026-07-03
8,5,1,True,12,10,6,9,3,2,0.5690202761730294,4,2026-05-25,0,14596,CONGE,1005,Support,2026-06-05
7,5,1,False,3,14,5,3,1,2,0.6971950852103466,5,2026-05-20,0,14597,TELETRAVAIL,1108,Finance,2026-05-22
5,0,0,False,5,52,3,0,5,1,0.24542434568771632,28,2026-06-27,1,14598,AUTORISATION,1005,Support,2026-07-01
6,0,0,False,1,67,1,1,6,0,0.13435438782450154,3,2026-07-01,1,14599,AUTORISATION,1108,Operations,2026-07-01
4,3,2,True,5,3,7,8,3,4,0.8187337817622066,5,2026-05-19,0,14600,TELETRAVAIL,1052,Sales,2026-05-23
4,3,1,True,11,32,5,7,3,4,0.9249160558342203,2,2026-05-19,0,14601,AUTORISATION,1154,Finance,2026-05-29
4,2,1,True,4,26,11,3,2,5,0.6813495094577018,4,2026-05-24,0,14602,TELETRAVAIL,1025,Engineering,2026-05-27
9,0,0,False,4,62,0,1,5,1,0.2673994923188643,25,2026-05-27,1,14603,CONGE,1155,Sales,2026-05-30
7,4,1,True,7,22,5,5,2,2,0.7755028627711571,6,2026-05-22,0,14604,AUTORISATION,1077,Engineering,2026-05-28
10,0,0,False,3,26,2,2,6,1,0.23232817847435194,5,2026-06-01,1,14605,AUTORISATION,1106,Finance,2026-06-03
9,1,0,False,1,37,1,1,6,1,0.3287134249727498,2,2026-06-20,1,14606,TELETRAVAIL,1008,Operations,2026-06-20
7,0,0,False,4,55,0,0,8,1,0.10045999025752109,12,2026-05-30,1,14607,CONGE,1019,Engineering,2026-06-02
11,0,0,False,3,36,2,1,9,0,0.06636926492315208,2,2026-06-07,1,14608,AUTORISATION,1177,Operations,2026-06-09
8,0,0,False,2,20,3,0,7,1,0.25299410291073277,4,2026-06-03,1,14609,AUTORISATION,1080,Operations,2026-06-04
3,2,1,False,7,33,8,4,0,5,0.8272721479542959,4,2026-05-20,0,14610,AUTORISATION,1169,Operations,2026-05-26
6,0,0,False,5,61,2,1,6,0,0.06283209628909524,21,2026-05-27,1,14611,CONGE,1191,Operations,2026-05-31
6,4,2,True,12,11,5,2,1,2,0.814141187297527,6,2026-05-24,0,14612,CONGE,1091,Operations,2026-06-04
5,1,1,True,6,45,6,1,2,2,0.4233624602830286,6,2026-05-23,0,14613,CONGE,1073,Sales,2026-05-28
8,4,1,True,14,15,6,8,1,5,0.8050635124610462,6,2026-05-26,0,14614,CONGE,1197,Engineering,2026-06-08
7,0,0,False,5,28,2,2,7,1,0.29502427672004333,12,2026-06-16,1,14615,TELETRAVAIL,1120,Finance,2026-06-20
6,0,0,False,3,55,2,2,3,0,0.2522875308593187,14,2026-07-01,1,14616,CONGE,1156,Engineering,2026-07-03
7,0,0,False,4,36,2,2,8,0,0.2499982913939548,24,2026-05-26,1,14617,CONGE,1182,Finance,2026-05-29
8,5,2,False,14,21,7,3,1,5,0.8876971500817494,4,2026-05-27,0,14618,CONGE,1045,Engineering,2026-06-09
6,0,0,False,3,52,3,2,4,1,0.17604837921079133,17,2026-05-28,1,14619,CONGE,1129,Support,2026-05-30
7,6,2,False,8,18,10,3,3,5,0.7929363572765351,1,2026-05-22,0,14620,AUTORISATION,1023,Finance,2026-05-29
10,0,0,False,5,24,1,1,4,1,0.11932687329794037,19,2026-06-13,1,14621,AUTORISATION,1128,Support,2026-06-17
6,4,2,False,6,25,10,7,3,2,0.5103330137686449,5,2026-05-28,0,14622,AUTORISATION,1100,Sales,2026-06-02
3,2,1,False,3,27,11,3,2,3,0.8728223636014325,3,2026-05-19,0,14623,AUTORISATION,1192,Support,2026-05-21
5,0,0,False,5,108,0,2,7,0,0.20865452124411168,16,2026-06-02,1,14624,CONGE,1019,Finance,2026-06-06
8,1,1,True,5,55,5,0,2,1,0.6795913878366103,6,2026-05-29,1,14625,CONGE,1038,Sales,2026-06-02
5,0,0,False,4,97,0,2,5,0,0.12869533571952893,2,2026-06-20,1,14626,CONGE,1132,Operations,2026-06-23
5,1,0,True,7,25,5,1,4,3,0.4882020215280148,6,2026-05-26,1,14627,TELETRAVAIL,1005,Finance,2026-06-01
7,5,1,False,10,13,8,6,2,3,0.6459508222127229,4,2026-05-20,0,14628,CONGE,1030,Engineering,2026-05-29
8,0,0,False,1,90,2,0,3,1,0.3700006742449416,15,2026-06-19,1,14629,CONGE,1145,Support,2026-06-19
8,1,0,False,3,21,2,2,9,1,0.34831002453180804,20,2026-05-31,1,14630,CONGE,1048,Engineering,2026-06-02
6,0,0,False,5,79,0,0,6,1,0.07098103727904603,24,2026-06-20,1,14631,CONGE,1123,Operations,2026-06-24
5,0,0,False,2,102,3,1,3,1,0.2914522536877905,10,2026-06-13,1,14632,AUTORISATION,1073,Sales,2026-06-14
6,1,1,True,10,9,4,3,6,2,0.44180800933527103,9,2026-05-26,0,14633,TELETRAVAIL,1076,Operations,2026-06-04
3,2,1,False,4,18,7,5,3,5,0.9466836851401423,0,2026-05-19,0,14634,AUTORISATION,1123,Finance,2026-05-22
7,1,0,True,9,24,3,2,2,1,0.43126588196669147,8,2026-05-26,0,14635,TELETRAVAIL,1153,Operations,2026-06-03
9,1,0,False,5,104,2,0,5,0,0.24020411869875047,20,2026-06-26,1,14636,CONGE,1139,Sales,2026-06-30
4,2,1,True,8,13,11,4,1,3,0.8435711842653479,3,2026-05-28,0,14637,AUTORISATION,1054,Support,2026-06-04
4,2,2,False,8,22,6,9,1,4,0.9320128998931507,4,2026-05-26,0,14638,CONGE,1171,Engineering,2026-06-02
8,1,0,False,1,109,1,1,9,1,0.15724381739339766,19,2026-05-26,1,14639,TELETRAVAIL,1015,Finance,2026-05-26
7,6,1,True,4,26,7,3,3,5,0.8608871357307238,5,2026-05-26,0,14640,AUTORISATION,1082,Support,2026-05-29
3,1,1,False,4,8,5,9,2,3,0.503382805833779,4,2026-05-25,0,14641,CONGE,1154,Finance,2026-05-28
6,1,1,True,5,26,2,3,3,2,0.6288797666495505,4,2026-05-20,0,14642,CONGE,1004,Support,2026-05-24
8,1,0,False,5,109,1,0,7,1,0.062318106203589664,11,2026-06-27,1,14643,TELETRAVAIL,1009,Finance,2026-07-01
10,0,0,False,4,110,0,0,3,1,0.382197226226898,10,2026-06-12,1,14644,AUTORISATION,1065,Sales,2026-06-15
10,1,0,False,1,50,2,2,4,0,0.1517664524231167,25,2026-06-19,1,14645,TELETRAVAIL,1082,Support,2026-06-19
10,0,0,False,5,116,3,1,4,0,0.3634130907930423,12,2026-06-16,1,14646,CONGE,1146,Sales,2026-06-20
7,0,0,False,5,45,3,0,8,0,0.1144378465322402,2,2026-06-21,1,14647,AUTORISATION,1001,Support,2026-06-25
4,1,0,True,8,43,3,0,3,2,0.5428210956651965,9,2026-05-23,0,14648,AUTORISATION,1012,Finance,2026-05-30
